Company_Name,Brand_Name,FnB_Setting,Dining_Concept,Category,Name_of_Outlet,Outlet_Address,Regions,Menu_Item_Endorsement_Criteria,postal
 IVEGAN PTE. LTD.,ivegan pte ltd,Restaurant,,Other,thomson plaza outlet,301 upper thomson road #01-109 thomson plaza Singapore 574408,Central,"Lower in calories, Higher in wholegrains, Higher in wholegrains and lower in calories",574408
Abaavo Group Private Limited,Wingstop,Quick Service Restaurant/Fast Food,Halal,Fast Food,Wingstop - Hougang Rivercourt,377 Hougang Street 32 #1-33 Hougang Rivercourt Singapore 530377,North-East,Lower in calories,530377
Abaavo Group Private Limited,WINGSTOP,Quick Service Restaurant/Fast Food,Halal,Fast Food,Hougang Rivercourt,377 Hougang Street 32 #1-33 Hougang Rivercourt Singapore 530377,North-East,Lower in calories,530377
Abaavo Group Private Limited,WINGSTOP,Quick Service Restaurant/Fast Food,Halal,Fast Food,Heartbeat @ Bedok,11 Bedok North Street 1 #1-32 Heartbeat@Bedok Singapore 469662,East,Lower in calories,469662
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Bedok Mall,311 New Upper Changi Road #01-77 S 467360,East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",467360
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Causeway Point,"1 Woodlands Square, #02-08/09, Causeway Point S738099",North,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",738099
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Clementi Mall,"3155 Commonwealth Ave West, #05-31/32/33, Clementi Mall S 129588",West,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",129588
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Compass One,"1 Sengkang Square, #B1-16, Compass One S 545078",North-East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",545078
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Ehub@Downtown East,1 Pasir Ris Close #02-121/122 Singapore 519599,East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",519599
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - IMM,"2 Jurong East St 21, #01-111, IMM S 609601",West,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",609601
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Junction 8,"9 Bishan Place #01-39, Junction 8 S 579837",Central,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",579837
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Jurong Point,"63 Jurong West Central 3, #B1-64, Jurong Point S 648886",West,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",648886
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - NEX,"23 Serangoon Central, #02 - 07/08, Nex Mall, Singapore 556083",North-East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",556083
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - North Point,"930 Yishun Ave 2 #01-16/17, North point S 769098",North,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",769098
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Parkway Parade,"80 Marine Parade Road #B1-33/34, Parkway Parade S  449269",East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",449269
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Plaza Singapura,"68 Orchard Road #03-23, Plaza Singapura S 238839",Central,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",238839
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Tampines Mall,"4 Tampines Central 5, #03-30, Tampines Mall S 529510",East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",529510
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Thomson Plaza,"301 Upper Thomson Road #03-23, Thomson Plaza S 574408",Central,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",574408
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - West Mall,"1 Bukit Batok Central Link #02-05, West Mall S 658713",West,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",658713
ABR Holdings Limited,Swensen's,Restaurant,Halal,Western,Swensens - Singpost Centre,"10 Eunos Road 8, #02-136/137 Singapore 408600",East,"Lower in calories, Lower in sugar, No added sugar, Healthier children's meal, Lower in sugar and source of dietary fibre",408600
AFTERGLOW CONCEPTS PRIVATE LIMITED,Afterglow,Restaurant,,Western,Afterglow,24 Keong Saik Road Singapore 089131,Central,Lower in calories,89131
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK LAB (HONG LIM COMPLEX ),531 Upper Cross Street #01-54 Hong Lim Complex Singapore 050531,Central,Higher in wholegrains,50531
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK JAPAN (PAYA LEBAR QUARTER MALL -PLQ MALL),10 Paya Lebar Rd #B2-07 Paya Lebar Quarter Mall Singapore 409057,Central,Higher in wholegrains,409057
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (ONE RAFFLES PLACE),1 Raffles Place #B1-03 1 Raffles Place Singapore 048616,Central,Higher in wholegrains,48616
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (OG ALBERT COMPLEX),60 Albert Street #01-03-04 OG Albert Complex Singapore 189969,Central,Higher in wholegrains,189969
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (NOVENA SQUARE 2),10 Sinaran Drive #01-16-18 Novena Square 2 Singapore 307506,Central,Higher in wholegrains,307506
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (NEX SHOPPING MALL),23 Serangoon Central #03-K18 Nex Shopping Mall Singapore 556083,North-East,Higher in wholegrains,556083
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (INTERNATIONAL PLAZA),10 Anson Road #01-35 International Plaza Singapore 079903,Central,Higher in wholegrains,79903
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (HILLION MALL),17 Petir Road #B2-32 Hillion Mall Singapore 678278,West,Higher in wholegrains,678278
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (CLARKE QUAY CENTRAL),6 Eu Tong Sen Street #01-67 Clarke quay Central Singapore 059817,Central,Higher in wholegrains,59817
BARCOOK BAKERY PTE. LTD.,Barcook Bakery,Bakery,,"Breads, cakes, cookies, pastries",BARCOOK (ALEXANDRA RETAIL CENTRE),460 Alexandra Road #01-19 Singapore 119963,Central,Higher in wholegrains,119963
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Toa Payoh Central,520 Lorong 6 Toa Payoh HDB Hub #01-50 Singapore 310520,Central,Lower in sugar,310520
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Ang Mo Kio,703 Ang Mo Kio Ave 8 #01-2533 Singapore 560703,North-East,Lower in sugar,560703
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Chinatown Point,"133 New Bridge Road #B2-43, Chinatown Point Singapore 059413",Central,Lower in sugar,59413
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Choa Chu Kang,10 Choa Chu Kang Avenue 4 #B2-43 Choa Chu Kang MRT Station Singapore 689810,West,Lower in sugar,689810
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Compass One,1 Sengkang Square #B1-41 Compass One Singapore 545078,North-East,Lower in sugar,545078
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Hougang Mall,90 Hougang Avenue 10 #B1-K11 Hougang Mall Singapore 538766,North-East,Lower in sugar,538766
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Jurong Point,1 Jurong West Central 2 #B1-K3 Jurong Point Singapore 648886,West,Lower in sugar,648886
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Northpoint City,930 Yishun Avenue 2 #B2-153 Northpoint City Singapore 769098,North,Lower in sugar,769098
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Paya Lebar Square,"60 Paya Lebar Rd #01-49, Paya Lebar Square Singapore 409051",Central,Lower in sugar,409051
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Century Square,2 Tampines Central 5 #B2-25 Century Square Singapore 529509,East,Lower in sugar,529509
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Seletar Mall,33 Sengkang West Avenue #B1-K3 Seletar Mall Singapore 797653,North-East,Lower in sugar,797653
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Sun Plaza,30 Sembawang Drive #B1-36 Sun Plaza Singapore 757713,North,Lower in sugar,757713
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Tiong Bahru Plaza,30 Tiong Bahru Road #B1-K1 Tiong Bahru Plaza Singapore 168732,Central,Lower in sugar,168732
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - White Sands,1 Pasir Ris Central Street 3 #02-K7 White Sands Shopping Centre Singapore 518457,East,Lower in sugar,518457
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Woodlands MRT,30 Woodlands Avenue 2 #01-12  Woodlands MRT Station Singapore 738343,North,Lower in sugar,738343
Beanstalk Specialities Pte. Ltd.,Nine Fresh,Kiosk,,Bubble Tea,Nine Fresh Desserts Taiwan ?? - Yew Tee Point,21 Choa Chu Kang North 6 #B1-42 Yew Tee Point Singapore 689578,West,Lower in sugar,689578
BreadTalk Pte Ltd,ToastBox,Café,,Other,Toast Box - Tan Tock Seng Hospital,11 Jalan Tan Tock Seng #01-06 Singapore 308433,Central,"Lower in calories, No added sugar",308433
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Resorts World Sentosa,26 Sentosa Gateway #B1-203 Singapore 098138,South,"Lower in calories, No added sugar",98138
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - One Holland Village,7 HOLLAND VILLAGE WAY Singapore 275748,Central,"Lower in calories, No added sugar",275748
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Changi City Point,5 Changi Business Park Central 1 Singapore 486038,East,"Lower in calories, No added sugar",486038
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - The Woodleigh Mall,11 Bidadari Park Drive Singapore 367803,South-West,"Lower in calories, No added sugar",367803
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box Coffee House,58 Seng Poh Road Singapore 160058,Central,"Lower in calories, No added sugar",160058
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - KOMO Shoppes,963C Upper Changi Road North Singapore 506790,East,"Lower in calories, No added sugar",506790
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - ION Orchard,2 Orchard Turn #B4-03D Singapore 238801,Central,"Lower in calories, No added sugar",238801
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Nex,23 Serangoon Central #B2-58/59 Singapore 556083,North-East,"Lower in calories, No added sugar",556083
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Bugis Junction,200 Victoria Street #01-67 Singapore 188021,Central,"Lower in calories, No added sugar",188021
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Kitchener Complex,Blk 809 French Road #01-32/33 Singapore 200809,Central,"Lower in calories, No added sugar",200809
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Parkway Parade,80 Marine Parade Road #B1-85 Singapore 449269,East,"Lower in calories, No added sugar",449269
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - myVillage,1 Maju Avenue (Serangoon Gardens) #01-01 Singapore 556679,North-East,"Lower in calories, No added sugar",556679
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - VivoCity B2,1 Harbourfront Walk #B2-34 Singapore 098585,South,"Lower in calories, No added sugar",98585
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - United Square,101 Thomson Road #01-81 Singapore 307591,Central,"Lower in calories, No added sugar",307591
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Paya Lebar Quarter,"10 Paya Lebar Road #B2-19 PLQ Mall, Paya Lebar Quarter Singapore 409057",East,"Lower in calories, No added sugar",409057
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Toa Payoh HDB Hub,530 Lorong 6 Toa Payoh #01-04 Singapore 310530,Central,"Lower in calories, No added sugar",310530
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Wisma Atria,435 Orchard Road #04-00 Singapore 238877,Central,"Lower in calories, No added sugar",238877
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Raffles City,252 North Bridge Road #B1-44A Singapore 179103,Central,"Lower in calories, No added sugar",179103
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - AMK Hub,53 Ang Mo Kio Avenue 3 #01-02 Singapore 569933,North-East,"Lower in calories, No added sugar",569933
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Marina Bay Sands,2 Bayfront Avenue #B1-01E Singapore 018956,Central,"Lower in calories, No added sugar",18956
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - YewTee Point,21 Choa Chu Kang North 6 #01-03 Singapore 689578,West,"Lower in calories, No added sugar",689578
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Nankin Row,3 Pickering Street #01-26 Singapore 048660,Central,"Lower in calories, No added sugar",48660
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Sixth Avenue,8/8A Sixth Avenue Singapore 276473,Central,"Lower in calories, No added sugar",276473
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Junction 8,9 Bishan Place #01-35/36 Singapore 579837,Central,"Lower in calories, No added sugar",579837
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - National University Hospital,5 Lower Kent Ridge Road #01-11 Main Building Singapore 119074,South,"Lower in calories, No added sugar",119074
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - City Gate,371 Beach Road #01-04 City Gate Singapore 199587,South,"Lower in calories, No added sugar",199587
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Jem,50 Jurong Gateway Rd #01-50 Singapore 608549,West,"Lower in calories, No added sugar",608549
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Esplanade,8 Raffles Avenue #01-01 Singapore 039802,South-West,"Lower in calories, No added sugar",39802
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Hougang Mall,90 Hougang Ave 10 #B1-29 Singapore 538766,North-East,"Lower in calories, No added sugar",538766
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Bedok Mall,311 New Upper Changi Road #B2-25/26 Singapore 467360,East,"Lower in calories, No added sugar",467360
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Phillip Street,3 Phillip Street #01-05 Singapore 048693,Central,"Lower in calories, No added sugar",48693
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Jewel Changi Airport,78 Airport Boulevard #B2-231 Jewel Changi Airport Singapore 819666,East,"Lower in calories, No added sugar",819666
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - 313@Somerset B2,313 Orchard Road #B2-31 Singapore 238895,Central,"Lower in calories, No added sugar",238895
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Rivervale Mall,11 Rivervale Crescent #01-15/16 Singapore 545082,East,"Lower in calories, No added sugar",545082
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Great World,1 Kim Seng Promenade #B1-105 Singapore 237994,Central,"Lower in calories, No added sugar",237994
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Jurong Point,63 Jurong West Central 3 #B1-70/71 Singapore 648331,West,"Lower in calories, No added sugar",648331
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Suntec City,3 Temasek Boulevard Fountain Court #B1-167 Singapore 038983,Central,"Lower in calories, No added sugar",38983
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - City Square Mall,180 Kitchener Road #01-42/43 Singapore 208539,East,"Lower in calories, No added sugar",208539
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Causeway Point L4,1 Woodlands Square #04-01/04 Singapore 738099,North,"Lower in calories, No added sugar",738099
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Shaw Lido,350 Orchard Road #B1-03 Singapore 238868,Central,"Lower in calories, No added sugar",238868
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Northpoint City,930 Yishun Avenue 2 #01-49 Singapore 769098,North,"Lower in calories, No added sugar",769098
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Alexandra Central,321 Alexandra Road #01-02 Singapore 159971,Central,"Lower in calories, No added sugar",159971
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Greenwich Village,1 Seletar Road #01-06 Singapore 807011,North,"Lower in calories, No added sugar",807011
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Singapore Press Holdings,1000 Toa Payoh North News Centre Tower Block #01-01 Singapore 318994,Central,"Lower in calories, No added sugar",318994
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Causeway Point L1,1 Woodlands Square #01-34 Singapore 738099,North,"Lower in calories, No added sugar",738099
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Manulife Tower,8 Cross Street #01-K1 Singapore 048424,Central,"Lower in calories, No added sugar",48424
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Waterway Point,83 Punggol Central #B1-15 Singapore 828761,North-East,"Lower in calories, No added sugar",828761
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Novena Square,238 Thomson Road #01-15 Singapore 307683,Central,"Lower in calories, No added sugar",307683
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - VivoCity L3,1 Harbourfront Walk #03-01 Singapore 098585,South,"Lower in calories, No added sugar",98585
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - BreadTalk IHQ,30 Tai Seng Street #01-05 Singapore 534013,East,"Lower in calories, No added sugar",534013
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - The Rail Mall,448 Upper Bukit Timah Road #01-01 Singapore 678068,Central,"Lower in calories, No added sugar",678068
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Loyang Point,259 Pasir Ris Street 21 #02-38 Loyang Point Singapore 510259,East,"Lower in calories, No added sugar",510259
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Compass One,1 Sengkang Square #B1-35 Singapore 545078,North-East,"Lower in calories, No added sugar",545078
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Sun Plaza,30 Sembawang Drive #01-02 Singapore 757713,North,"Lower in calories, No added sugar",757713
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Asia Square,8 Marina View Tower 1 #02-06 Singapore 018960,Central,"Lower in calories, No added sugar",18960
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Tiong Bahru Plaza,302 Tiong Bahru Road #01-110 Singapore 168732,Central,"Lower in calories, No added sugar",168732
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Scotts Square,6 Scotts Rd #B1-13 Singapore 228209,Central,"Lower in calories, No added sugar",228209
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - The Sail,2 Marina Blvd #B1-03 Singapore 018987,South,"Lower in calories, No added sugar",18987
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Joo Koon (Fairprice Circle),1 Joo Koon Circle #01-44 Singapore 629117,West,"Lower in calories, No added sugar",629117
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Bras Basah Complex,231 Bain Street #01-51/53 Singapore 180231,Central,"Lower in calories, No added sugar",180231
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Chinatown Point,133 New Bridge Road #01-45/46 Singapore 059413,Central,"Lower in calories, No added sugar",59413
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Lot One (Food Junction),21 Choa Chu Kang Ave 4 #04-16 Singapore 689812,West,"Lower in calories, No added sugar",689812
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Paragon,290 Orchard Road #02-28A Singapore 238859,Central,"Lower in calories, No added sugar",238859
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Westgate,3 Gateway Drive #02-02 Singapore 608532,West,"Lower in calories, No added sugar",608532
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - 313@Somerset L5,313 Orchard Road #05-01 Singapore 238895,Central,"Lower in calories, No added sugar",238895
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - The Clementi Mall,3155 Commonwealth Ave West #01-01-02 Singapore 129588,West,"Lower in calories, No added sugar",129588
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Funan,107 North Bridge Road #B1-27 Singapore 179097,Central,"Lower in calories, No added sugar",179097
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Singapore Cruise Centre,1 Maritime Square #02-27 Singapore 099253,Central,"Lower in calories, No added sugar",99253
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Marina Bay Link Mall,8A Marina Boulevard #B2-19 Singapore 018984,Central,"Lower in calories, No added sugar",18984
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Heartland Mall,Blk 205 Hougang Street 21 #01-00 Singapore 530205,East,"Lower in calories, No added sugar",530205
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - West Coast Plaza,154 West Coast Rd #B1-01/02 Singapore 127371,West,"Lower in calories, No added sugar",127371
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Eastpoint Mall,3 Simei Street 6 #01-01 Singapore 528833,East,"Lower in calories, No added sugar",528833
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Wheelock Place,501 Orchard Rd #B2-01 Singapore 238880,Central,"Lower in calories, No added sugar",238880
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Tampines Mall,4 Tampines Central 5 #01-32 Singapore 529510,East,"Lower in calories, No added sugar",529510
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - NAFA,80 Bencoolen Street #B1-17 Campus 1 Singapore 189655,Central,"Lower in calories, No added sugar",189655
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - The Centrepoint,176 Orchard Road #B1-08 Singapore 238843,Central,"Lower in calories, No added sugar",238843
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Zhongshan Mall,20 Ah Hood Road #01-11/14 Singapore 329984,Central,"Lower in calories, No added sugar",329984
BreadTalk Pte Ltd,Toast Box,Café,,Other,Toast Box - Tan Tock Seng Hospital,11 Jalan Tan Tock Seng #01-06 Singapore 308433,Central,"Lower in calories, No added sugar",308433
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Ang Mo Kio,53 Ang Mo Kio Avenue 3 #01-01/02 Singapore 569933,North-East,"Higher in wholegrains, Lower in sugar, No added sugar",569933
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Bugis Junction,200 Victoria Street #B1-23 Bugis Junction Singapore 188021,Central,"Higher in wholegrains, Lower in sugar, No added sugar",188021
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Causeway Point,1 Woodlands Square #01-34 Causeway Point Singapore 738099,North,"Higher in wholegrains, Lower in sugar, No added sugar",738099
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - CityLink,1 Raffles Link #B1-42 City Link Mall Singapore 039393,Central,"Higher in wholegrains, Lower in sugar, No added sugar",39393
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - The Centrepoint,176 Orchard Road #B1-08 The Centrepoint Singapore 238843,Central,"Higher in wholegrains, Lower in sugar, No added sugar",238843
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - CitySquare,180 Kitchener Road #B1-08 City Square Mall Singapore 208539,Central,"Higher in wholegrains, Lower in sugar, No added sugar",208539
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Junction 8,9 Bishan Place #01-35/36 Junction 8 Singapore 579837,Central,"Higher in wholegrains, Lower in sugar, No added sugar",579837
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Jurong Point,63 Jurong West Central 3 #B1-72/73 Jurong Point Shopping Centre Singapore 648331,West,"Higher in wholegrains, Lower in sugar, No added sugar",648331
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - North Point,930 Yishun Avenue 2 #01-49 North Point Singapore 769098,North,"Higher in wholegrains, Lower in sugar, No added sugar",769098
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Novena Square,238 Thomson Road #01-26 Novena Square Singapore 307683,Central,"Higher in wholegrains, Lower in sugar, No added sugar",307683
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Paragon,290 Orchard Road Paragon #B1-11/12 Singapore 238859,Central,"Higher in wholegrains, Lower in sugar, No added sugar",238859
Breadtalk Pte Ltd,BreadTalk,Bakery,,"Breads, cakes, cookies, pastries",BreadTalk - Parkway Parade,80 Marine Parade Road #B1-48/47 Parkway Parade Singapore 449269,East,"Higher in wholegrains, Lower in sugar, No added sugar",449269
